order_id,customer_id,store_id,employee_id,order_date,order_status,channel,payment_method,shipping_city,shipping_state,shipping_country,shipping_cost,total_amount
31424,6016,,75,2025-07-05,Completed,Online,Net Banking,Hyderabad,Telangana,India,39.0,266679.55
31425,2227,,95,2025-08-18,Completed,Online,Net Banking,Raipur,Chhattisgarh,India,181.89,15911.05
31426,5886,2.0,2,2023-05-24,Completed,Store,UPI,Hyderabad,Telangana,India,49.48,29349.09
31427,9439,,42,2025-01-29,Cancelled,Online,Debit Card,Bhopal,Madhya Pradesh,India,344.28,220099.69
31428,5461,1.0,84,2024-12-08,Completed,Store,Cash on Delivery,Kochi,Kerala,India,428.49,33737.05
31429,4134,17.0,7,2025-03-12,Cancelled,Store,Cash on Delivery,Hyderabad,Telangana,India,0.43,160044.81
31430,7712,,46,2024-09-19,Cancelled,Online,Debit Card,Lucknow,Uttar Pradesh,India,394.44,15894.54
31431,7488,,73,2025-02-26,Completed,Online,Credit Card,Bhopal,Madhya Pradesh,India,206.86,130226.55
31432,4638,13.0,34,2025-05-02,Completed,Store,Credit Card,Delhi,Delhi,India,378.65,174413.21
31433,5637,,91,2024-08-13,Cancelled,Online,Debit Card,Indore,Madhya Pradesh,India,303.35,215524.25
31434,4626,,6,2024-05-25,Completed,Online,Credit Card,Delhi,Delhi,India,3.28,174024.58
31435,1645,5.0,79,2024-04-06,Completed,Store,Cash on Delivery,Surat,Gujarat,India,281.52,234698.0
31436,7634,11.0,64,2023-12-18,Completed,Store,Cash on Delivery,Pune,Maharashtra,India,374.22,476440.47
31437,517,,78,2023-09-10,Completed,Online,UPI,Bhubaneswar,Odisha,India,60.51,305236.09
31438,1723,,48,2024-12-01,Cancelled,Online,Cash on Delivery,Bhopal,Madhya Pradesh,India,333.05,206319.98
31439,3884,,32,2023-11-10,Completed,Online,Net Banking,Delhi,Delhi,India,327.87,155882.97
31440,5494,,51,2025-09-28,Completed,Online,UPI,Kochi,Kerala,India,430.87,49106.0
31441,8647,,24,2024-10-10,Completed,Online,Net Banking,Patna,Bihar,India,142.07,122896.86
31442,4644,,3,2024-08-10,Completed,Online,Cash on Delivery,Kochi,Kerala,India,350.27,163246.26
31443,7692,,89,2025-06-20,Completed,Online,UPI,Bengaluru,Karnataka,India,278.45,76324.07
31444,6289,,57,2024-06-05,Completed,Online,UPI,Bengaluru,Karnataka,India,336.71,47052.23
31445,6204,,41,2023-04-21,Completed,Online,UPI,Chandigarh,Chandigarh,India,320.71,16947.25
31446,6826,,60,2024-11-16,Completed,Online,Debit Card,Kochi,Kerala,India,464.61,47770.64
31447,5379,,4,2025-06-23,Completed,Online,Debit Card,Guwahati,Assam,India,250.45,82994.86
31448,3996,,38,2023-07-14,Completed,Online,Net Banking,Patna,Bihar,India,99.82,192954.15
31449,9761,,25,2023-10-14,Completed,Online,Debit Card,Surat,Gujarat,India,187.57,244961.81
31450,7651,,19,2025-04-14,Completed,Online,Cash on Delivery,Bhubaneswar,Odisha,India,336.75,232626.65
31451,2504,,93,2024-05-22,Cancelled,Online,UPI,Mumbai,Maharashtra,India,123.7,31819.01
31452,9458,,48,2024-04-30,Completed,Online,UPI,Bhubaneswar,Odisha,India,58.74,331740.33
31453,8779,20.0,59,2024-05-25,Completed,Store,Cash on Delivery,Kochi,Kerala,India,48.04,33712.94
31454,5243,,24,2023-05-26,Completed,Online,UPI,Chandigarh,Chandigarh,India,8.65,112656.0
31455,4676,,91,2025-07-23,Completed,Online,Credit Card,Ahmedabad,Gujarat,India,267.45,172781.88
31456,3469,6.0,54,2025-11-29,Completed,Store,Debit Card,Hyderabad,Telangana,India,221.69,56010.58
31457,7639,,2,2025-01-13,Cancelled,Online,Cash on Delivery,Surat,Gujarat,India,220.73,25862.08
31458,1792,,90,2024-10-31,Completed,Online,Credit Card,Guwahati,Assam,India,304.03,128789.91
31459,3892,11.0,83,2023-07-07,Cancelled,Store,UPI,Lucknow,Uttar Pradesh,India,396.62,251826.49
31460,2162,,17,2025-04-16,Completed,Online,Net Banking,Bhubaneswar,Odisha,India,339.11,121250.19
31461,3180,,86,2025-07-20,Completed,Online,Net Banking,Delhi,Delhi,India,323.79,297123.06
31462,8849,,25,2025-09-29,Completed,Online,Debit Card,Jaipur,Rajasthan,India,300.28,62568.72
31463,8202,,12,2023-08-07,Completed,Online,Debit Card,Hyderabad,Telangana,India,408.51,224256.88
31464,2233,,74,2024-02-27,Cancelled,Online,UPI,Nagpur,Maharashtra,India,145.57,268431.81
31465,8395,15.0,36,2023-03-24,Completed,Store,Net Banking,Kochi,Kerala,India,379.25,72742.92
31466,6254,,61,2023-07-08,Completed,Online,Cash on Delivery,Raipur,Chhattisgarh,India,119.89,9707.86
31467,8067,5.0,100,2023-04-11,Completed,Store,UPI,Bhopal,Madhya Pradesh,India,446.26,435467.81
31468,8548,,84,2024-01-08,Completed,Online,Credit Card,Raipur,Chhattisgarh,India,295.04,229842.05
31469,5603,,16,2024-10-13,Completed,Online,UPI,Jaipur,Rajasthan,India,88.67,213225.13
31470,7476,,77,2023-06-29,Completed,Online,UPI,Hyderabad,Telangana,India,129.5,355700.2
31471,1306,,49,2025-12-20,Completed,Online,Debit Card,Chennai,Tamil Nadu,India,316.83,134497.33
31472,841,,55,2023-02-13,Completed,Online,Cash on Delivery,Lucknow,Uttar Pradesh,India,453.2,143983.92
31473,4608,,80,2023-08-28,Completed,Online,Credit Card,Lucknow,Uttar Pradesh,India,449.64,68287.34
31474,7807,,58,2023-07-17,Completed,Online,Debit Card,Indore,Madhya Pradesh,India,189.38,109971.64
31475,3357,,66,2024-11-11,Completed,Online,Debit Card,Bengaluru,Karnataka,India,344.5,92290.4
31476,242,16.0,90,2025-10-06,Cancelled,Store,Net Banking,Kolkata,West Bengal,India,235.33,463645.6
31477,1521,,6,2024-12-07,Completed,Online,Net Banking,Bhubaneswar,Odisha,India,131.15,72316.72
31478,1407,,2,2023-09-26,Completed,Online,UPI,Delhi,Delhi,India,201.05,99021.89
31479,9771,,100,2025-11-29,Cancelled,Online,UPI,Kolkata,West Bengal,India,95.09,290205.05
31480,9976,,28,2025-11-11,Completed,Online,UPI,Kolkata,West Bengal,India,186.32,318249.33
31481,2858,2.0,22,2024-04-28,Completed,Store,Debit Card,Guwahati,Assam,India,117.1,29988.64
31482,945,,37,2025-02-27,Completed,Online,UPI,Delhi,Delhi,India,52.61,157188.35
31483,9946,,7,2023-07-05,Completed,Online,Debit Card,Indore,Madhya Pradesh,India,187.04,114433.69
31484,5270,19.0,89,2025-02-02,Completed,Store,Debit Card,Kolkata,West Bengal,India,189.67,212534.87
31485,9410,,38,2024-04-13,Completed,Online,Cash on Delivery,Raipur,Chhattisgarh,India,106.09,131771.55
31486,1308,3.0,14,2025-09-20,Completed,Store,UPI,Mumbai,Maharashtra,India,162.6,36616.52
31487,1786,,76,2025-06-11,Cancelled,Online,UPI,Patna,Bihar,India,211.39,241878.73
31488,7441,3.0,34,2023-08-25,Completed,Store,Net Banking,Raipur,Chhattisgarh,India,237.54,374551.4
31489,2898,,42,2023-06-25,Cancelled,Online,Credit Card,Mumbai,Maharashtra,India,410.73,41597.96
31490,8934,,56,2023-01-17,Completed,Online,Credit Card,Chandigarh,Chandigarh,India,296.53,286713.53
31491,5357,,80,2025-05-04,Cancelled,Online,UPI,Raipur,Chhattisgarh,India,181.62,47783.59
31492,696,,37,2023-04-06,Completed,Online,UPI,Ahmedabad,Gujarat,India,301.72,28351.17
31493,1549,,5,2024-04-23,Completed,Online,Net Banking,Nagpur,Maharashtra,India,433.67,211018.97
31494,9073,19.0,18,2023-09-06,Completed,Store,Cash on Delivery,Mumbai,Maharashtra,India,148.05,143471.56
31495,370,,46,2024-11-27,Completed,Online,Cash on Delivery,Chennai,Tamil Nadu,India,250.63,291179.38
31496,485,,38,2024-12-07,Cancelled,Online,Cash on Delivery,Mumbai,Maharashtra,India,145.59,121127.43
31497,8674,,78,2024-06-26,Completed,Online,Cash on Delivery,Ahmedabad,Gujarat,India,1.25,82882.96
31498,9189,,20,2025-05-29,Cancelled,Online,Net Banking,Kochi,Kerala,India,363.16,228902.18
31499,6008,16.0,80,2024-01-27,Completed,Store,Credit Card,Chennai,Tamil Nadu,India,133.57,194439.83
31500,6147,,49,2025-10-26,Cancelled,Online,Cash on Delivery,Nagpur,Maharashtra,India,473.88,41704.28
31501,6290,,81,2023-08-18,Completed,Online,Net Banking,Ahmedabad,Gujarat,India,497.66,361776.79
31502,2365,,10,2023-12-26,Cancelled,Online,Debit Card,Delhi,Delhi,India,261.78,120341.02
31503,4285,,74,2023-11-29,Completed,Online,Net Banking,Bhopal,Madhya Pradesh,India,321.63,308114.96
31504,7324,4.0,29,2023-07-16,Completed,Store,Debit Card,Bhopal,Madhya Pradesh,India,394.66,93193.16
31505,3214,,66,2025-04-12,Completed,Online,Cash on Delivery,Raipur,Chhattisgarh,India,296.1,4324.46
31506,1265,,54,2023-02-23,Cancelled,Online,Debit Card,Raipur,Chhattisgarh,India,460.9,191184.95
31507,2503,,83,2023-11-12,Cancelled,Online,Net Banking,Kolkata,West Bengal,India,405.75,120153.25
31508,8227,,31,2025-02-09,Completed,Online,Credit Card,Surat,Gujarat,India,85.63,291732.25
31509,5058,,39,2023-08-16,Completed,Online,Credit Card,Kochi,Kerala,India,446.57,285097.26
31510,6152,,2,2023-02-27,Completed,Online,UPI,Kochi,Kerala,India,326.53,438666.61
31511,322,,31,2025-10-18,Completed,Online,Debit Card,Chandigarh,Chandigarh,India,481.03,190040.4
31512,5176,,57,2025-01-19,Completed,Online,Credit Card,Bengaluru,Karnataka,India,482.83,70161.38
31513,3909,,16,2025-01-18,Completed,Online,UPI,Ahmedabad,Gujarat,India,492.51,118158.52
31514,4809,,24,2025-10-21,Completed,Online,Cash on Delivery,Nagpur,Maharashtra,India,85.66,73506.1
31515,4622,11.0,78,2023-05-06,Cancelled,Store,UPI,Chennai,Tamil Nadu,India,239.56,180851.79
31516,1644,,48,2024-02-18,Completed,Online,Debit Card,Lucknow,Uttar Pradesh,India,69.77,214721.78
31517,1572,3.0,16,2025-03-13,Completed,Store,Cash on Delivery,Chandigarh,Chandigarh,India,370.39,396107.88
31518,7660,16.0,5,2024-03-20,Completed,Store,Net Banking,Surat,Gujarat,India,281.26,273373.4
31519,3241,,59,2024-08-19,Completed,Online,Debit Card,Hyderabad,Telangana,India,207.01,441231.95
31520,1481,,3,2025-03-13,Cancelled,Online,Cash on Delivery,Indore,Madhya Pradesh,India,283.06,144025.17
31521,832,,1,2025-04-14,Completed,Online,Cash on Delivery,Delhi,Delhi,India,8.09,88617.76
31522,7281,,34,2024-11-20,Completed,Online,Credit Card,Mumbai,Maharashtra,India,472.78,318931.9
31523,7495,,10,2023-05-12,Completed,Online,Debit Card,Lucknow,Uttar Pradesh,India,273.23,68321.44
31524,200,3.0,93,2024-10-23,Completed,Store,Cash on Delivery,Guwahati,Assam,India,318.78,65943.62
31525,1205,,39,2025-10-23,Completed,Online,Debit Card,Raipur,Chhattisgarh,India,296.63,309453.36
31526,4218,,46,2023-05-07,Completed,Online,UPI,Raipur,Chhattisgarh,India,456.81,123154.44
31527,3213,19.0,60,2024-11-19,Completed,Store,Credit Card,Kolkata,West Bengal,India,236.86,309345.23
31528,1589,,77,2024-06-28,Completed,Online,Debit Card,Mumbai,Maharashtra,India,52.89,302374.25
31529,7193,,32,2024-09-01,Completed,Online,Net Banking,Bhopal,Madhya Pradesh,India,457.44,583497.7
31530,1808,4.0,57,2025-05-05,Completed,Store,Debit Card,Hyderabad,Telangana,India,8.91,142654.84
31531,3609,,21,2025-12-16,Cancelled,Online,Debit Card,Chennai,Tamil Nadu,India,221.52,328411.2
31532,865,,100,2025-07-24,Completed,Online,Cash on Delivery,Hyderabad,Telangana,India,430.78,62405.12
31533,2716,,72,2023-09-16,Cancelled,Online,Net Banking,Jaipur,Rajasthan,India,64.24,34482.94
31534,9984,,100,2024-07-01,Cancelled,Online,Credit Card,Nagpur,Maharashtra,India,85.41,251618.96
31535,2004,,87,2024-06-09,Completed,Online,Net Banking,Indore,Madhya Pradesh,India,305.36,279937.1
31536,8430,16.0,45,2023-01-01,Completed,Store,Net Banking,Guwahati,Assam,India,250.72,263198.36
31537,2966,18.0,89,2025-10-21,Completed,Store,Cash on Delivery,Indore,Madhya Pradesh,India,357.35,195642.34
31538,9869,13.0,73,2023-04-09,Cancelled,Store,Credit Card,Kochi,Kerala,India,10.21,467552.12
31539,5706,,99,2025-02-14,Cancelled,Online,UPI,Patna,Bihar,India,109.91,143698.91
31540,2449,9.0,64,2023-09-24,Completed,Store,Debit Card,Pune,Maharashtra,India,38.19,679556.74
31541,4340,,91,2025-06-20,Cancelled,Online,Credit Card,Raipur,Chhattisgarh,India,459.28,42388.13
31542,2019,7.0,1,2023-09-18,Completed,Store,Net Banking,Delhi,Delhi,India,119.88,199139.86
31543,1192,,49,2025-11-26,Completed,Online,UPI,Indore,Madhya Pradesh,India,261.54,338079.62
31544,2677,,18,2023-08-02,Completed,Online,Credit Card,Guwahati,Assam,India,112.25,95156.6
31545,3280,,62,2025-10-18,Completed,Online,Debit Card,Hyderabad,Telangana,India,171.62,335431.27
31546,712,,14,2025-07-30,Completed,Online,Debit Card,Chennai,Tamil Nadu,India,201.79,115678.45
31547,9787,,24,2023-09-28,Completed,Online,Debit Card,Chennai,Tamil Nadu,India,495.88,238750.47
31548,6420,11.0,10,2025-07-28,Completed,Store,UPI,Jaipur,Rajasthan,India,476.9,319036.6
31549,4873,,33,2023-04-22,Completed,Online,Cash on Delivery,Mumbai,Maharashtra,India,88.16,139417.81
31550,7427,,61,2023-12-05,Cancelled,Online,Debit Card,Guwahati,Assam,India,406.14,104677.23
31551,3830,,46,2024-06-03,Completed,Online,Credit Card,Hyderabad,Telangana,India,113.55,308930.01
31552,3234,,6,2023-02-09,Completed,Online,Credit Card,Bhubaneswar,Odisha,India,241.32,415012.65
31553,831,,19,2023-10-30,Completed,Online,Credit Card,Kolkata,West Bengal,India,292.24,156579.18
31554,3232,19.0,14,2025-02-16,Completed,Store,Cash on Delivery,Patna,Bihar,India,25.88,431211.96
31555,9670,,13,2024-01-18,Completed,Online,Debit Card,Mumbai,Maharashtra,India,236.48,51489.92
31556,563,,34,2024-05-31,Completed,Online,Cash on Delivery,Lucknow,Uttar Pradesh,India,340.26,220231.74
31557,3493,,14,2024-09-04,Completed,Online,Credit Card,Lucknow,Uttar Pradesh,India,434.88,384107.13
31558,7307,,29,2025-04-01,Completed,Online,Cash on Delivery,Raipur,Chhattisgarh,India,381.79,181632.57
31559,6519,2.0,33,2024-03-29,Completed,Store,UPI,Bhubaneswar,Odisha,India,199.22,97588.59
31560,7507,,66,2025-07-13,Completed,Online,Cash on Delivery,Lucknow,Uttar Pradesh,India,266.97,101648.04
31561,2033,,40,2025-02-19,Completed,Online,UPI,Jaipur,Rajasthan,India,337.67,149028.87
31562,5231,,95,2024-05-27,Completed,Online,Debit Card,Kolkata,West Bengal,India,192.46,174205.76
31563,788,,48,2024-06-13,Completed,Online,Credit Card,Lucknow,Uttar Pradesh,India,75.22,164874.49
31564,765,,60,2023-04-15,Completed,Online,Debit Card,Mumbai,Maharashtra,India,57.16,29396.37
31565,3462,,91,2024-06-27,Cancelled,Online,UPI,Kolkata,West Bengal,India,228.96,251861.17
31566,3305,,2,2024-08-03,Completed,Online,Debit Card,Delhi,Delhi,India,85.83,61809.05
31567,8499,,75,2025-06-11,Cancelled,Online,UPI,Mumbai,Maharashtra,India,180.45,168687.92
31568,6211,,22,2023-02-06,Cancelled,Online,Debit Card,Nagpur,Maharashtra,India,44.71,93019.35
31569,512,,88,2024-06-06,Completed,Online,Credit Card,Raipur,Chhattisgarh,India,205.29,22542.42
31570,8446,3.0,9,2023-10-05,Completed,Store,UPI,Hyderabad,Telangana,India,388.76,340267.63
31571,1560,,35,2024-08-19,Completed,Online,Debit Card,Bhopal,Madhya Pradesh,India,135.7,106958.33
31572,4213,,81,2024-07-11,Completed,Online,Net Banking,Pune,Maharashtra,India,82.47,248603.8
31573,7722,,27,2023-04-13,Cancelled,Online,UPI,Lucknow,Uttar Pradesh,India,248.91,191497.55
31574,8641,,30,2025-09-14,Completed,Online,Cash on Delivery,Lucknow,Uttar Pradesh,India,201.14,196920.9
31575,5901,,83,2024-07-24,Completed,Online,UPI,Kochi,Kerala,India,434.48,219281.07
31576,2022,,18,2025-06-12,Completed,Online,Credit Card,Raipur,Chhattisgarh,India,172.34,56205.38
31577,5426,,7,2024-08-02,Completed,Online,Credit Card,Bengaluru,Karnataka,India,393.19,363700.46
31578,3142,5.0,51,2023-06-26,Cancelled,Store,Credit Card,Kochi,Kerala,India,427.94,219627.13
31579,7038,,3,2024-09-11,Completed,Online,Debit Card,Bhubaneswar,Odisha,India,371.89,27555.15
31580,5560,,86,2023-03-22,Completed,Online,Net Banking,Chandigarh,Chandigarh,India,109.73,106631.37
31581,7393,,99,2024-05-17,Completed,Online,Credit Card,Bengaluru,Karnataka,India,41.67,46542.4
31582,9895,3.0,10,2025-09-03,Cancelled,Store,Net Banking,Indore,Madhya Pradesh,India,317.45,30402.04
31583,7661,,12,2023-10-28,Completed,Online,UPI,Pune,Maharashtra,India,71.06,149931.95
31584,4512,6.0,21,2024-11-17,Completed,Store,Debit Card,Kolkata,West Bengal,India,230.23,366935.0
31585,4191,,87,2024-07-30,Cancelled,Online,Debit Card,Bhubaneswar,Odisha,India,378.33,452951.18
31586,4158,,16,2023-04-01,Completed,Online,Credit Card,Kolkata,West Bengal,India,375.83,16258.15
31587,513,12.0,55,2025-06-11,Cancelled,Store,Cash on Delivery,Chandigarh,Chandigarh,India,189.56,24156.56
31588,9193,,90,2025-10-27,Completed,Online,Debit Card,Mumbai,Maharashtra,India,270.59,110550.19
31589,4265,19.0,47,2025-09-05,Completed,Store,Debit Card,Lucknow,Uttar Pradesh,India,433.29,130752.64
31590,3399,,34,2023-09-11,Completed,Online,Debit Card,Raipur,Chhattisgarh,India,103.55,233526.15
31591,5665,5.0,5,2024-02-26,Completed,Store,Debit Card,Bengaluru,Karnataka,India,498.58,104735.11
31592,5676,,62,2025-10-08,Cancelled,Online,Debit Card,Patna,Bihar,India,122.74,198558.61
31593,912,5.0,38,2025-12-31,Completed,Store,Credit Card,Bhubaneswar,Odisha,India,18.68,218554.14
31594,4950,,6,2023-12-16,Completed,Online,Net Banking,Mumbai,Maharashtra,India,160.3,62728.12
31595,760,,18,2023-05-13,Cancelled,Online,Credit Card,Bhubaneswar,Odisha,India,138.02,67526.52
31596,7065,,83,2024-11-16,Completed,Online,Credit Card,Kolkata,West Bengal,India,70.41,410481.23
31597,9987,,31,2025-07-21,Completed,Online,Cash on Delivery,Lucknow,Uttar Pradesh,India,22.79,425510.78
31598,5555,,89,2024-05-02,Cancelled,Online,Cash on Delivery,Nagpur,Maharashtra,India,7.1,126859.11
31599,8602,,48,2024-03-11,Completed,Online,Credit Card,Chandigarh,Chandigarh,India,214.67,25956.88
31600,9113,,82,2024-09-26,Completed,Online,Net Banking,Indore,Madhya Pradesh,India,432.6,256393.86
31601,8090,,14,2024-03-17,Completed,Online,UPI,Nagpur,Maharashtra,India,315.1,330482.08
31602,8689,,90,2023-07-12,Completed,Online,UPI,Jaipur,Rajasthan,India,39.86,157237.76
31603,1096,9.0,62,2025-07-22,Completed,Store,Credit Card,Kolkata,West Bengal,India,419.8,136213.07
31604,3614,,4,2025-12-23,Cancelled,Online,UPI,Nagpur,Maharashtra,India,99.58,282855.88
31605,4371,,64,2024-07-24,Completed,Online,Net Banking,Kochi,Kerala,India,215.82,199451.65
31606,2910,,33,2025-06-05,Completed,Online,Cash on Delivery,Delhi,Delhi,India,267.52,108038.51
31607,6647,,40,2023-01-07,Completed,Online,Debit Card,Bengaluru,Karnataka,India,356.57,122194.18
31608,9286,11.0,95,2023-05-07,Completed,Store,Cash on Delivery,Delhi,Delhi,India,454.66,165510.01
31609,2191,,93,2024-06-22,Completed,Online,Credit Card,Jaipur,Rajasthan,India,429.54,399141.57
31610,4193,15.0,24,2023-02-25,Completed,Store,Debit Card,Pune,Maharashtra,India,239.69,102620.69
31611,2416,,29,2025-05-02,Completed,Online,Debit Card,Surat,Gujarat,India,278.72,267252.12
31612,2413,,15,2024-06-24,Completed,Online,Credit Card,Jaipur,Rajasthan,India,58.94,232424.7
31613,3251,,32,2024-02-06,Completed,Online,Cash on Delivery,Surat,Gujarat,India,75.5,187554.67
31614,3689,,34,2024-12-03,Completed,Online,Debit Card,Mumbai,Maharashtra,India,89.27,194547.89
31615,9963,,63,2025-06-29,Completed,Online,UPI,Chennai,Tamil Nadu,India,231.65,131194.37
31616,303,,57,2024-02-27,Completed,Online,Credit Card,Indore,Madhya Pradesh,India,201.9,137651.38
31617,2667,11.0,87,2024-08-15,Completed,Store,Credit Card,Patna,Bihar,India,199.85,62791.54
31618,620,,39,2023-12-31,Completed,Online,Debit Card,Chennai,Tamil Nadu,India,315.86,65364.85
31619,9070,,98,2025-09-03,Completed,Online,UPI,Raipur,Chhattisgarh,India,429.67,60639.14
31620,9504,,79,2024-03-14,Completed,Online,UPI,Delhi,Delhi,India,397.19,277519.93
31621,6199,,88,2023-10-27,Cancelled,Online,Credit Card,Patna,Bihar,India,70.78,225254.44
31622,6014,,57,2025-06-18,Completed,Online,Credit Card,Jaipur,Rajasthan,India,353.79,61129.56
31623,8245,,51,2023-09-10,Completed,Online,Net Banking,Jaipur,Rajasthan,India,293.5,157528.99
31624,1900,,32,2024-12-02,Completed,Online,Cash on Delivery,Ahmedabad,Gujarat,India,403.98,62790.99
31625,9144,,48,2024-03-26,Completed,Online,Debit Card,Bhopal,Madhya Pradesh,India,94.07,262775.54
31626,3099,,87,2024-03-07,Completed,Online,Net Banking,Guwahati,Assam,India,485.67,98180.97
31627,3088,,36,2023-07-17,Cancelled,Online,UPI,Bhubaneswar,Odisha,India,439.05,259370.25
31628,2598,,80,2024-05-02,Completed,Online,Debit Card,Nagpur,Maharashtra,India,183.42,268605.23
31629,4244,,95,2023-07-16,Completed,Online,Cash on Delivery,Jaipur,Rajasthan,India,168.78,44476.4
31630,2914,14.0,3,2023-06-13,Completed,Store,Debit Card,Chandigarh,Chandigarh,India,434.43,547842.85
31631,628,,88,2023-07-16,Completed,Online,Net Banking,Raipur,Chhattisgarh,India,309.62,103865.3
31632,5331,,49,2024-04-07,Completed,Online,Net Banking,Pune,Maharashtra,India,201.57,472386.44
31633,7324,,80,2024-06-08,Completed,Online,Cash on Delivery,Bhopal,Madhya Pradesh,India,492.57,204682.26
31634,3445,16.0,18,2025-04-09,Completed,Store,Debit Card,Kochi,Kerala,India,47.72,168765.68
31635,7569,,19,2023-02-04,Cancelled,Online,Debit Card,Lucknow,Uttar Pradesh,India,260.33,119488.16
31636,1784,,57,2024-03-19,Completed,Online,Credit Card,Indore,Madhya Pradesh,India,133.87,118433.67
31637,2058,6.0,39,2023-04-27,Completed,Store,UPI,Surat,Gujarat,India,391.87,97611.41
31638,7293,,18,2025-12-22,Cancelled,Online,Cash on Delivery,Surat,Gujarat,India,343.75,179352.35
31639,9120,,73,2025-10-17,Cancelled,Online,Cash on Delivery,Chandigarh,Chandigarh,India,245.07,200350.07
31640,8314,,80,2025-09-06,Completed,Online,Debit Card,Guwahati,Assam,India,458.01,56603.75
31641,1612,,28,2025-10-18,Completed,Online,Debit Card,Guwahati,Assam,India,354.71,55152.28
31642,703,,20,2023-01-10,Completed,Online,UPI,Kochi,Kerala,India,114.0,161486.99
31643,149,,42,2024-03-18,Completed,Online,Debit Card,Kochi,Kerala,India,371.02,225512.78
31644,3629,,3,2025-04-17,Completed,Online,Debit Card,Surat,Gujarat,India,113.18,12925.0
31645,5094,,38,2023-03-13,Cancelled,Online,Debit Card,Indore,Madhya Pradesh,India,85.24,293841.11
31646,8406,,76,2023-01-05,Cancelled,Online,Debit Card,Kolkata,West Bengal,India,416.01,33247.84
31647,6063,,80,2025-09-29,Completed,Online,Cash on Delivery,Jaipur,Rajasthan,India,35.14,142899.59
31648,4472,10.0,25,2025-01-06,Completed,Store,Debit Card,Raipur,Chhattisgarh,India,334.83,352866.89
31649,4871,,74,2023-08-25,Completed,Online,Credit Card,Jaipur,Rajasthan,India,3.63,70153.33
31650,6725,4.0,48,2024-11-02,Completed,Store,UPI,Hyderabad,Telangana,India,119.98,24045.42
31651,1170,17.0,39,2023-09-19,Completed,Store,Debit Card,Delhi,Delhi,India,247.17,114617.76
31652,8033,14.0,55,2023-04-20,Completed,Store,Cash on Delivery,Guwahati,Assam,India,397.1,156409.97
31653,7645,,12,2025-10-06,Completed,Online,Net Banking,Patna,Bihar,India,431.22,144702.12
31654,9667,,23,2023-04-08,Completed,Online,Credit Card,Mumbai,Maharashtra,India,4.38,109872.66
31655,1955,,7,2023-01-24,Completed,Online,Credit Card,Hyderabad,Telangana,India,152.42,301862.85
31656,1708,,47,2024-12-31,Cancelled,Online,UPI,Kochi,Kerala,India,470.73,54324.25
31657,952,,50,2024-05-08,Completed,Online,Cash on Delivery,Bhubaneswar,Odisha,India,118.89,232311.36
31658,5913,,73,2023-07-01,Completed,Online,Cash on Delivery,Nagpur,Maharashtra,India,205.71,9107.39
31659,2207,,48,2025-07-30,Completed,Online,Net Banking,Bengaluru,Karnataka,India,149.73,63206.9
31660,9552,18.0,84,2023-08-15,Completed,Store,Cash on Delivery,Jaipur,Rajasthan,India,151.57,361789.09
31661,4719,,29,2025-12-10,Completed,Online,Credit Card,Pune,Maharashtra,India,251.42,156797.18
31662,2168,,99,2025-03-15,Completed,Online,Credit Card,Hyderabad,Telangana,India,162.51,115696.41
31663,1372,5.0,13,2023-04-13,Completed,Store,Credit Card,Kolkata,West Bengal,India,410.12,118865.22
31664,5101,20.0,75,2025-08-08,Completed,Store,UPI,Surat,Gujarat,India,202.97,243650.29
31665,4277,,20,2023-02-12,Cancelled,Online,Net Banking,Jaipur,Rajasthan,India,366.33,51594.92
31666,6867,,83,2025-07-09,Completed,Online,Cash on Delivery,Hyderabad,Telangana,India,57.91,164332.49
31667,8296,,95,2025-06-09,Completed,Online,Net Banking,Patna,Bihar,India,228.17,64641.12
31668,3799,,8,2025-10-30,Cancelled,Online,Credit Card,Patna,Bihar,India,68.37,183278.02
31669,9451,,34,2024-01-29,Completed,Online,Cash on Delivery,Kolkata,West Bengal,India,395.84,129479.89
31670,5061,,22,2024-11-13,Completed,Online,Debit Card,Jaipur,Rajasthan,India,393.27,127967.3
31671,619,,28,2024-12-24,Completed,Online,Cash on Delivery,Bengaluru,Karnataka,India,228.49,212508.96
31672,7204,10.0,87,2025-08-12,Completed,Store,Cash on Delivery,Nagpur,Maharashtra,India,185.52,71262.26
31673,4467,,58,2025-07-31,Completed,Online,Net Banking,Patna,Bihar,India,455.69,250466.68
31674,6823,,65,2023-10-11,Completed,Online,Net Banking,Kochi,Kerala,India,287.01,33039.1
31675,8232,,4,2025-09-02,Cancelled,Online,Credit Card,Pune,Maharashtra,India,285.17,55504.01
31676,6083,6.0,51,2025-02-13,Completed,Store,UPI,Patna,Bihar,India,3.7,257467.9
31677,1694,,91,2023-04-07,Completed,Online,Credit Card,Chandigarh,Chandigarh,India,267.95,201661.2
31678,7125,9.0,25,2024-04-23,Completed,Store,UPI,Hyderabad,Telangana,India,6.36,80965.93
31679,2255,,89,2024-07-24,Completed,Online,Net Banking,Indore,Madhya Pradesh,India,116.55,47124.85
31680,9020,,60,2023-08-05,Completed,Online,Cash on Delivery,Kolkata,West Bengal,India,244.52,6489.92
31681,9081,,10,2024-12-09,Cancelled,Online,UPI,Kochi,Kerala,India,206.79,293446.41
31682,3899,11.0,79,2025-05-23,Completed,Store,Credit Card,Kolkata,West Bengal,India,327.9,104529.26
