return_id,order_id,order_item_id,customer_id,product_id,return_date,return_quantity,return_reason,refund_amount,return_status
4570,25794,77629,7664,659,2023-08-10,1,Damaged Product,41906.8,Completed
4571,25804,77666,7392,877,2024-09-07,1,Late Delivery,30569.83,Completed
4572,25814,77696,162,694,2024-03-05,2,Damaged Product,151313.54,Completed
4573,25814,77698,162,324,2024-03-05,1,Late Delivery,65084.11,Completed
4574,25815,77701,6975,799,2024-04-03,2,Size/Fit Issue,16503.76,Completed
4575,25820,77722,9583,750,2023-05-20,1,Late Delivery,32361.89,Completed
4576,25824,77734,4,166,2024-07-19,1,Wrong Product,33798.55,Completed
4577,25825,77738,8374,830,2024-05-03,1,Changed Mind,2181.3,Completed
4578,25832,77760,6809,966,2023-12-22,1,Damaged Product,45203.42,Completed
4579,25837,77775,180,63,2025-07-13,2,Late Delivery,39492.46,Completed
4580,25838,77778,1827,324,2023-04-14,1,Size/Fit Issue,65084.11,Completed
4581,25863,77852,124,231,2023-04-08,1,Quality Issue,21715.73,Completed
4582,25879,77899,8846,503,2023-12-16,1,Product Not as Expected,59379.17,Completed
4583,25893,77938,4183,376,2023-06-07,1,Product Not as Expected,63521.81,Completed
4584,25894,77941,6754,621,2024-04-11,3,Changed Mind,29805.33,Completed
4585,25899,77953,479,779,2025-10-03,1,Product Not as Expected,52000.66,Completed
4586,25906,77969,4035,453,2025-04-02,1,Product Not as Expected,16365.34,Completed
4587,25907,77977,9922,642,2024-01-13,1,Damaged Product,9120.83,Completed
4588,25908,77979,31,989,2025-11-04,1,Size/Fit Issue,20210.29,Completed
4589,25910,77985,2095,100,2025-10-15,1,Quality Issue,30150.66,Completed
4590,25910,77986,2095,550,2025-10-15,1,Late Delivery,8198.61,Completed
4591,25911,77987,3081,878,2025-07-07,1,Late Delivery,81467.72,Completed
4592,25912,77992,4789,607,2023-07-28,1,Changed Mind,4401.63,Completed
4593,25925,78047,6619,251,2024-02-15,1,Product Not as Expected,27200.0,Completed
4594,25934,78078,8886,298,2025-07-06,1,Changed Mind,64159.18,Completed
4595,25938,78093,1825,251,2023-01-30,1,Late Delivery,27200.0,Completed
4596,25940,78102,5349,155,2024-08-17,1,Size/Fit Issue,75355.28,Completed
4597,25943,78106,3204,76,2024-10-27,2,Quality Issue,49382.44,Completed
4598,25944,78109,8442,75,2024-06-29,1,Late Delivery,9316.09,Completed
4599,25951,78135,1920,796,2023-11-16,1,Product Not as Expected,22992.5,Completed
4600,25951,78137,1920,856,2023-11-16,1,Changed Mind,5045.15,Completed
4601,25957,78154,8993,765,2023-04-15,1,Damaged Product,25081.25,Completed
4602,25957,78157,8993,928,2023-04-15,1,Changed Mind,87525.69,Completed
4603,25966,78179,801,276,2023-12-07,1,Changed Mind,39861.23,Completed
4604,25966,78180,801,491,2023-12-07,3,Product Not as Expected,155522.01,Completed
4605,25981,78230,878,10,2024-06-18,1,Wrong Product,2841.22,Completed
4606,25983,78238,6736,957,2025-05-09,1,Changed Mind,58003.08,Completed
4607,25986,78249,4566,238,2023-08-07,1,Changed Mind,54878.07,Completed
4608,25988,78258,8412,525,2025-10-04,1,Product Not as Expected,64720.45,Completed
4609,25998,78285,6363,47,2023-06-14,1,Changed Mind,33493.63,Completed
4610,26002,78296,4474,715,2025-12-30,1,Damaged Product,47169.08,Completed
4611,26006,78307,5412,814,2025-03-15,3,Wrong Product,87538.08,Completed
4612,26015,78334,3479,685,2023-02-06,1,Product Not as Expected,11278.33,Completed
4613,26030,78373,8644,357,2025-10-26,1,Quality Issue,38950.15,Completed
4614,26032,78376,3023,948,2024-11-13,2,Damaged Product,45085.5,Completed
4615,26056,78451,3089,993,2023-11-04,2,Size/Fit Issue,110248.86,Completed
4616,26056,78452,3089,131,2023-11-04,2,Changed Mind,145533.72,Completed
4617,26060,78463,6547,88,2023-04-26,2,Wrong Product,94099.9,Completed
4618,26062,78469,7384,541,2023-08-21,1,Product Not as Expected,38960.03,Completed
4619,26063,78473,3958,368,2023-09-29,1,Quality Issue,54568.01,Completed
4620,26067,78483,1623,633,2024-07-31,1,Changed Mind,16271.17,Completed
4621,26075,78506,3817,101,2024-08-06,1,Changed Mind,74696.66,Completed
4622,26081,78525,6218,91,2024-08-01,1,Late Delivery,35131.7,Completed
4623,26086,78540,3912,263,2023-03-26,1,Size/Fit Issue,73307.77,Completed
4624,26087,78544,3699,96,2025-08-05,1,Late Delivery,4198.69,Completed
4625,26095,78574,6096,866,2025-01-04,1,Product Not as Expected,26357.51,Completed
4626,26097,78580,7314,902,2023-12-06,1,Changed Mind,32965.09,Completed
4627,26101,78591,9258,589,2023-08-30,1,Quality Issue,60461.14,Completed
4628,26105,78609,1051,662,2023-05-26,1,Late Delivery,43228.98,Completed
4629,26106,78610,3555,684,2024-11-09,3,Wrong Product,74434.14,Completed
4630,26106,78611,3555,117,2024-11-09,1,Wrong Product,34750.87,Completed
4631,26115,78636,5544,573,2024-11-06,1,Late Delivery,17211.31,Completed
4632,26119,78649,2750,823,2024-12-14,1,Late Delivery,15069.09,Completed
4633,26120,78656,7800,523,2025-04-04,3,Product Not as Expected,58719.24,Completed
4634,26126,78667,9757,87,2025-05-26,1,Damaged Product,17689.24,Completed
4635,26133,78692,870,124,2025-07-11,1,Changed Mind,32253.1,Completed
4636,26137,78705,3747,574,2023-10-19,1,Late Delivery,8147.88,Completed
4637,26142,78723,7415,581,2025-03-17,1,Quality Issue,43359.64,Completed
4638,26155,78757,3346,151,2023-03-12,1,Damaged Product,14069.72,Completed
4639,26158,78763,1845,517,2024-04-08,1,Product Not as Expected,27837.58,Completed
4640,26165,78787,1704,351,2024-08-06,2,Damaged Product,84401.92,Completed
4641,26166,78793,3592,97,2025-03-14,1,Quality Issue,6899.98,Completed
4642,26167,78794,92,176,2023-09-02,1,Wrong Product,4905.76,Completed
4643,26172,78809,435,798,2025-06-04,1,Changed Mind,52611.13,Completed
4644,26175,78815,7332,134,2024-02-18,1,Changed Mind,51523.91,Completed
4645,26196,78868,7944,456,2023-05-01,1,Wrong Product,39470.43,Completed
4646,26206,78888,107,525,2023-02-17,1,Damaged Product,64720.45,Completed
4647,26208,78896,4053,70,2025-09-02,1,Changed Mind,34867.93,Completed
4648,26221,78931,869,975,2023-11-09,1,Quality Issue,52812.93,Completed
4649,26230,78962,1814,742,2025-03-30,1,Damaged Product,47022.51,Completed
4650,26232,78965,7409,368,2023-09-15,1,Product Not as Expected,54568.01,Completed
4651,26236,78974,9055,177,2025-10-21,1,Product Not as Expected,55232.52,Completed
4652,26241,78993,5039,581,2024-11-06,2,Late Delivery,86719.28,Completed
4653,26245,79007,7208,236,2025-01-30,3,Damaged Product,50048.97,Completed
4654,26250,79027,2429,186,2023-12-29,1,Size/Fit Issue,63029.09,Completed
4655,26255,79040,3992,171,2023-12-25,1,Size/Fit Issue,30953.01,Completed
4656,26262,79065,5022,888,2023-08-11,1,Quality Issue,28122.2,Completed
4657,26263,79071,9493,883,2025-09-14,1,Size/Fit Issue,70912.74,Completed
4658,26264,79073,4863,998,2025-01-19,4,Wrong Product,62375.6,Completed
4659,26266,79081,4559,97,2023-03-21,2,Size/Fit Issue,13799.96,Completed
4660,26277,79115,6658,929,2024-07-01,1,Wrong Product,38049.95,Completed
4661,26294,79165,6842,209,2025-07-08,2,Damaged Product,86509.18,Completed
4662,26299,79184,3627,306,2025-02-22,1,Damaged Product,43852.88,Completed
4663,26304,79196,4956,924,2023-06-03,2,Product Not as Expected,71999.14,Completed
4664,26310,79217,9262,165,2024-06-06,1,Wrong Product,32402.49,Completed
4665,26321,79256,2650,464,2025-02-03,1,Quality Issue,66431.66,Completed
4666,26324,79263,5816,848,2023-04-19,1,Size/Fit Issue,49254.59,Completed
4667,26330,79281,4811,532,2025-07-04,1,Quality Issue,60027.29,Completed
4668,26332,79289,6593,107,2025-06-17,1,Damaged Product,63426.1,Completed
4669,26332,79291,6593,324,2025-06-17,1,Changed Mind,65084.11,Completed
4670,26337,79305,4946,410,2025-01-28,3,Quality Issue,55575.06,Completed
4671,26340,79316,21,131,2023-02-18,2,Wrong Product,145533.72,Completed
4672,26350,79339,8595,775,2024-06-04,1,Size/Fit Issue,19621.3,Completed
4673,26350,79340,8595,503,2024-06-04,1,Late Delivery,59379.17,Completed
4674,26351,79341,732,47,2023-12-12,1,Quality Issue,33493.63,Completed
4675,26354,79354,6929,799,2024-01-20,1,Wrong Product,8251.88,Completed
4676,26356,79357,1264,335,2023-02-23,3,Late Delivery,160204.83,Completed
4677,26359,79370,1319,702,2025-07-19,2,Late Delivery,95430.52,Completed
4678,26360,79373,6163,52,2024-02-16,1,Changed Mind,25266.25,Completed
4679,26381,79438,755,573,2024-12-27,2,Late Delivery,34422.62,Completed
4680,26381,79441,755,383,2024-12-27,1,Changed Mind,37571.74,Completed
4681,26382,79442,2078,175,2024-12-09,1,Damaged Product,39232.57,Completed
4682,26383,79449,9244,342,2024-07-28,1,Changed Mind,15005.18,Completed
4683,26403,79501,2571,231,2024-04-12,1,Changed Mind,21715.73,Completed
4684,26404,79503,4578,779,2024-06-29,1,Size/Fit Issue,52000.66,Completed
4685,26405,79506,9846,508,2025-05-04,2,Quality Issue,132007.4,Completed
4686,26410,79518,7431,1,2025-02-14,1,Changed Mind,3628.51,Completed
4687,26418,79535,8291,513,2023-05-14,2,Wrong Product,564.22,Completed
4688,26422,79545,3839,119,2024-04-13,1,Wrong Product,62460.8,Completed
4689,26425,79557,8137,41,2024-08-11,3,Wrong Product,141526.92,Completed
4690,26426,79564,4032,315,2024-03-02,1,Product Not as Expected,13505.06,Completed
4691,26427,79568,6215,310,2024-06-07,1,Wrong Product,56308.84,Completed
4692,26433,79588,6761,47,2025-08-17,1,Quality Issue,33493.63,Completed
4693,26446,79631,6445,509,2025-10-11,1,Changed Mind,19248.16,Completed
4694,26451,79647,4750,610,2024-12-19,1,Damaged Product,49221.69,Completed
4695,26452,79655,8415,728,2024-08-06,1,Wrong Product,72056.51,Completed
4696,26472,79710,7112,836,2025-03-25,1,Late Delivery,41004.0,Completed
4697,26478,79728,7589,641,2024-11-13,2,Late Delivery,24831.68,Completed
4698,26485,79745,7910,870,2025-06-18,1,Size/Fit Issue,11548.78,Completed
4699,26490,79759,7122,751,2023-07-04,1,Product Not as Expected,67959.34,Completed
4700,26509,79818,6528,449,2025-02-21,1,Quality Issue,51653.16,Completed
4701,26515,79841,2812,456,2023-09-01,1,Quality Issue,39470.43,Completed
4702,26517,79846,9755,281,2023-07-26,1,Product Not as Expected,4708.56,Completed
4703,26520,79852,9575,552,2023-01-02,1,Late Delivery,36436.81,Completed
4704,26524,79865,1012,157,2024-02-22,1,Product Not as Expected,13213.71,Completed
4705,26539,79913,9395,682,2025-10-14,2,Changed Mind,177923.3,Completed
4706,26543,79929,2615,31,2023-10-04,1,Damaged Product,5278.2,Completed
4707,26544,79932,5965,498,2023-01-26,1,Quality Issue,59585.39,Completed
4708,26545,79936,8752,341,2024-07-18,1,Changed Mind,11306.84,Completed
4709,26550,79949,5402,870,2024-09-22,2,Product Not as Expected,23097.56,Completed
4710,26552,79954,1223,625,2025-02-09,1,Product Not as Expected,60670.26,Completed
4711,26556,79968,3950,587,2023-06-02,1,Changed Mind,38685.73,Completed
4712,26559,79978,4934,678,2025-11-10,1,Changed Mind,49387.32,Completed
4713,26560,79982,3887,566,2024-03-10,1,Wrong Product,53985.24,Completed
4714,26563,79986,4504,528,2024-09-30,1,Product Not as Expected,48686.63,Completed
4715,26565,79992,7898,137,2024-11-13,1,Size/Fit Issue,55784.74,Completed
4716,26566,79999,7970,905,2025-01-21,1,Damaged Product,34121.05,Completed
4717,26569,80006,7049,342,2023-03-01,1,Product Not as Expected,15005.18,Completed
4718,26570,80009,3963,520,2024-04-03,1,Product Not as Expected,49223.86,Completed
4719,26586,80059,2551,290,2023-03-10,2,Late Delivery,51860.04,Completed
4720,26593,80086,9873,956,2024-06-21,1,Wrong Product,39326.14,Completed
4721,26594,80088,2628,202,2025-06-10,1,Product Not as Expected,32355.55,Completed
4722,26594,80090,2628,539,2025-06-10,2,Size/Fit Issue,118387.18,Completed
4723,26600,80109,942,137,2024-03-14,1,Damaged Product,55784.74,Completed
4724,26603,80119,5262,237,2025-11-20,1,Product Not as Expected,17431.72,Completed
4725,26609,80133,9767,64,2025-11-03,1,Product Not as Expected,12866.2,Completed
4726,26611,80138,5624,907,2023-01-03,3,Wrong Product,68245.98,Completed
4727,26614,80148,8383,166,2025-06-09,1,Damaged Product,33798.55,Completed
4728,26616,80156,1911,814,2023-01-28,1,Changed Mind,29179.36,Completed
4729,26620,80169,548,934,2025-08-16,1,Late Delivery,13975.94,Completed
4730,26623,80176,2264,61,2023-10-26,1,Size/Fit Issue,55328.05,Completed
4731,26628,80194,2571,724,2024-12-12,1,Size/Fit Issue,32467.48,Completed
4732,26631,80204,2018,433,2023-01-18,1,Late Delivery,47430.05,Completed
4733,26635,80219,8127,403,2023-01-12,2,Product Not as Expected,27233.04,Completed
4734,26638,80225,4216,480,2024-10-15,1,Size/Fit Issue,4003.79,Completed
4735,26641,80238,1826,193,2025-12-10,1,Late Delivery,87985.05,Completed
4736,26642,80241,5518,936,2023-03-08,1,Damaged Product,23282.26,Completed
4737,26646,80248,1937,133,2025-02-01,1,Changed Mind,12468.39,Completed
4738,26652,80264,6091,981,2023-02-10,1,Damaged Product,48465.68,Completed
4739,26662,80300,8256,314,2024-08-16,1,Damaged Product,18663.84,Completed
4740,26663,80303,2982,64,2023-07-07,3,Late Delivery,38598.6,Completed
4741,26666,80314,9725,487,2024-05-06,1,Wrong Product,86706.08,Completed
4742,26671,80325,7896,777,2023-02-21,3,Damaged Product,107850.21,Completed
4743,26679,80343,9205,353,2025-04-25,2,Product Not as Expected,89216.54,Completed
4744,26682,80357,2862,573,2023-06-20,1,Quality Issue,17211.31,Completed
4745,26687,80372,3838,188,2023-11-22,1,Wrong Product,51035.63,Completed
4746,26690,80384,6819,806,2023-02-06,1,Changed Mind,56644.92,Completed
4747,26695,80400,3915,663,2024-02-29,1,Late Delivery,57881.87,Completed
4748,26704,80427,8870,626,2024-11-26,1,Quality Issue,59305.86,Completed
4749,26706,80433,9609,971,2023-08-26,1,Quality Issue,11973.02,Completed
4750,26710,80447,7839,173,2025-07-26,1,Changed Mind,83103.03,Completed
4751,26714,80463,3036,800,2025-12-22,1,Changed Mind,11619.45,Completed
4752,26716,80471,7032,891,2025-09-06,3,Product Not as Expected,95364.15,Completed
4753,26717,80474,9235,509,2025-04-28,1,Product Not as Expected,19248.16,Completed
4754,26719,80478,2627,297,2023-10-30,2,Damaged Product,18968.46,Completed
4755,26721,80484,7466,685,2025-12-15,1,Product Not as Expected,11278.33,Completed
4756,26721,80487,7466,35,2025-12-15,1,Wrong Product,27954.63,Completed
4757,26730,80512,8000,147,2024-02-09,1,Product Not as Expected,18186.11,Completed
4758,26732,80518,6674,733,2023-08-03,1,Changed Mind,2797.99,Completed
4759,26741,80544,8629,237,2023-06-11,1,Size/Fit Issue,17431.72,Completed
4760,26745,80553,8139,622,2023-01-07,3,Wrong Product,208572.33,Completed
4761,26755,80583,5128,121,2025-12-17,1,Changed Mind,23334.81,Completed
4762,26773,80632,6990,684,2024-09-27,1,Damaged Product,24811.38,Completed
4763,26784,80664,7645,273,2024-04-10,3,Changed Mind,176201.85,Completed
4764,26784,80666,7645,477,2024-04-10,2,Quality Issue,71723.18,Completed
4765,26788,80679,3213,907,2025-04-30,3,Size/Fit Issue,68245.98,Completed
4766,26799,80714,8685,928,2025-03-05,1,Damaged Product,87525.69,Completed
4767,26807,80735,1617,878,2023-07-16,1,Product Not as Expected,81467.72,Completed
4768,26815,80761,7479,518,2024-05-09,1,Late Delivery,6573.06,Completed
4769,26817,80766,4070,991,2025-01-01,2,Product Not as Expected,32630.24,Completed
4770,26821,80774,9217,177,2024-12-18,1,Size/Fit Issue,55232.52,Completed
4771,26828,80790,6126,634,2024-06-03,1,Quality Issue,39143.06,Completed
4772,26839,80825,2714,661,2023-01-07,4,Changed Mind,27204.68,Completed
4773,26859,80895,7254,433,2025-02-22,1,Size/Fit Issue,47430.05,Completed
4774,26870,80926,5517,836,2024-08-18,1,Product Not as Expected,41004.0,Completed
4775,26881,80951,3607,69,2024-08-08,1,Product Not as Expected,32929.62,Completed
4776,26905,81023,4810,143,2024-11-18,1,Late Delivery,57065.25,Completed
4777,26907,81030,3379,517,2023-03-12,1,Damaged Product,27837.58,Completed
4778,26910,81039,8349,662,2024-03-17,1,Damaged Product,43228.98,Completed
4779,26927,81088,3012,878,2023-01-30,1,Wrong Product,81467.72,Completed
4780,26931,81100,6906,923,2023-02-22,1,Late Delivery,3340.47,Completed
4781,26933,81107,3775,875,2025-06-29,1,Damaged Product,42404.31,Completed
4782,26934,81113,1299,665,2023-04-29,2,Product Not as Expected,21182.98,Completed
4783,26938,81127,5809,833,2025-08-08,1,Late Delivery,49984.05,Completed
4784,26938,81129,5809,332,2025-08-08,1,Changed Mind,48366.16,Completed
4785,26938,81130,5809,412,2025-08-08,2,Late Delivery,60762.86,Completed
4786,26940,81136,2452,702,2024-05-22,2,Wrong Product,95430.52,Completed
4787,26951,81170,5452,344,2023-11-03,1,Late Delivery,4082.01,Completed
4788,26965,81216,7261,122,2023-12-29,1,Changed Mind,61466.27,Completed
4789,26970,81227,6060,482,2024-05-28,1,Product Not as Expected,55752.77,Completed
4790,26973,81234,2088,936,2025-09-19,2,Quality Issue,46564.52,Completed
4791,26977,81245,3072,442,2024-08-02,1,Quality Issue,63464.4,Completed
4792,26989,81282,998,144,2023-10-24,1,Damaged Product,40469.54,Completed
4793,26994,81300,1758,64,2025-11-11,2,Damaged Product,25732.4,Completed
4794,27006,81339,7599,147,2023-02-27,1,Size/Fit Issue,18186.11,Completed
4795,27009,81348,1979,227,2023-01-03,1,Changed Mind,15855.11,Completed
4796,27013,81360,6844,186,2023-05-25,2,Late Delivery,126058.18,Completed
4797,27027,81404,2813,942,2024-03-24,3,Damaged Product,53412.42,Completed
4798,27038,81435,3674,130,2024-07-10,1,Late Delivery,38866.1,Completed
4799,27039,81438,6732,14,2025-01-11,1,Size/Fit Issue,25186.17,Completed
4800,27040,81439,1022,573,2024-12-04,2,Quality Issue,34422.62,Completed
4801,27050,81469,8228,663,2025-02-15,1,Damaged Product,57881.87,Completed
4802,27053,81478,1688,385,2025-09-26,1,Quality Issue,51195.51,Completed
4803,27055,81482,5192,574,2025-01-12,1,Size/Fit Issue,8147.88,Completed
4804,27068,81520,2080,40,2024-04-12,1,Changed Mind,25898.95,Completed
4805,27076,81551,8160,570,2024-05-09,1,Late Delivery,4934.47,Completed
4806,27086,81576,6036,837,2023-01-18,2,Late Delivery,133936.48,Completed
4807,27088,81582,4543,883,2023-03-31,1,Damaged Product,70912.74,Completed
4808,27092,81595,9957,500,2023-10-17,2,Changed Mind,42693.46,Completed
4809,27096,81609,8636,465,2025-04-26,2,Late Delivery,108948.28,Completed
4810,27097,81610,1819,39,2024-09-05,1,Wrong Product,34579.22,Completed
4811,27099,81620,5011,739,2024-11-16,2,Changed Mind,99233.38,Completed
4812,27108,81651,8514,319,2023-06-14,1,Product Not as Expected,1269.69,Completed
4813,27118,81683,1579,109,2024-07-17,1,Wrong Product,18503.86,Completed
4814,27121,81694,9445,895,2023-11-11,2,Size/Fit Issue,100734.0,Completed
4815,27122,81695,2751,1,2023-03-12,1,Changed Mind,3628.51,Completed
4816,27134,81739,73,35,2024-03-25,1,Late Delivery,27954.63,Completed
4817,27140,81760,1665,296,2023-06-22,1,Late Delivery,34627.87,Completed
4818,27141,81763,9745,732,2025-05-18,2,Product Not as Expected,122306.94,Completed
4819,27146,81782,3678,558,2025-08-06,1,Late Delivery,75889.41,Completed
4820,27154,81807,3000,762,2023-04-17,1,Quality Issue,4852.55,Completed
4821,27159,81819,1475,66,2023-01-08,1,Damaged Product,17293.32,Completed
4822,27160,81823,4795,886,2023-04-07,2,Wrong Product,98670.36,Completed
4823,27201,81940,8926,621,2023-09-30,1,Quality Issue,9935.11,Completed
4824,27212,81978,4632,462,2024-11-20,1,Size/Fit Issue,42608.45,Completed
4825,27214,81987,2186,791,2024-04-14,1,Size/Fit Issue,64416.91,Completed
4826,27215,81988,3161,766,2025-12-24,1,Size/Fit Issue,48070.39,Completed
4827,27217,81995,6399,124,2024-12-07,1,Size/Fit Issue,32253.1,Completed
4828,27219,82001,1727,686,2025-09-04,2,Changed Mind,2343.7,Completed
4829,27224,82023,9142,779,2023-10-30,1,Size/Fit Issue,52000.66,Completed
4830,27238,82059,6173,362,2025-02-02,1,Changed Mind,32081.22,Completed
4831,27238,82060,6173,928,2025-02-02,1,Damaged Product,87525.69,Completed
4832,27242,82072,5635,592,2025-03-07,1,Size/Fit Issue,8207.23,Completed
4833,27245,82081,2876,124,2024-09-02,1,Quality Issue,32253.1,Completed
4834,27245,82085,2876,825,2024-09-02,5,Size/Fit Issue,219903.2,Completed
4835,27248,82098,1026,611,2025-02-18,1,Quality Issue,56897.12,Completed
4836,27249,82100,4191,774,2024-06-01,1,Wrong Product,43979.66,Completed
4837,27251,82105,9302,324,2024-05-14,1,Late Delivery,65084.11,Completed
4838,27276,82180,5989,599,2024-09-15,1,Late Delivery,44761.52,Completed
4839,27282,82196,3556,836,2025-11-19,1,Size/Fit Issue,41004.0,Completed
4840,27282,82198,3556,725,2025-11-19,1,Quality Issue,65498.22,Completed
4841,27286,82207,5022,250,2025-07-17,1,Changed Mind,38589.27,Completed
4842,27287,82208,5613,127,2025-04-15,2,Size/Fit Issue,45921.42,Completed
4843,27289,82212,3679,798,2024-09-02,1,Changed Mind,52611.13,Completed
4844,27292,82221,2210,53,2025-06-14,2,Wrong Product,139255.74,Completed
4845,27293,82224,8992,549,2025-08-29,1,Changed Mind,51380.02,Completed
4846,27301,82259,5091,773,2025-06-05,2,Late Delivery,21323.66,Completed
4847,27314,82294,5864,742,2025-12-05,1,Damaged Product,47022.51,Completed
4848,27320,82315,2254,713,2025-04-30,1,Late Delivery,39163.32,Completed
4849,27320,82316,2254,392,2025-04-30,1,Quality Issue,51403.58,Completed
4850,27342,82378,3654,266,2023-08-25,1,Quality Issue,9890.24,Completed
4851,27348,82400,1706,886,2025-11-01,1,Quality Issue,49335.18,Completed
4852,27360,82436,3292,202,2024-07-27,1,Changed Mind,32355.55,Completed
4853,27364,82450,4782,934,2023-02-02,2,Quality Issue,27951.88,Completed
4854,27364,82451,4782,716,2023-02-02,2,Damaged Product,75815.0,Completed
4855,27364,82452,4782,314,2023-02-02,1,Wrong Product,18663.84,Completed
4856,27365,82455,497,592,2025-02-07,1,Late Delivery,8207.23,Completed
4857,27368,82463,1208,3,2024-06-09,2,Changed Mind,86940.0,Completed
4858,27375,82485,148,48,2024-09-03,1,Quality Issue,24215.99,Completed
4859,27377,82494,7717,837,2025-12-18,1,Damaged Product,66968.24,Completed
4860,27385,82520,7990,484,2025-11-28,2,Late Delivery,125689.1,Completed
4861,27389,82531,7626,726,2023-06-07,1,Wrong Product,49127.83,Completed
4862,27390,82536,5294,216,2024-10-10,1,Damaged Product,2917.11,Completed
4863,27394,82548,182,224,2023-12-27,2,Late Delivery,58284.2,Completed
4864,27398,82558,4528,291,2025-02-07,1,Damaged Product,65760.73,Completed
4865,27407,82591,4220,838,2023-09-22,2,Product Not as Expected,135152.9,Completed
4866,27420,82625,6328,381,2025-03-27,2,Changed Mind,17232.54,Completed
4867,27425,82640,7226,456,2025-06-14,1,Changed Mind,39470.43,Completed
4868,27428,82649,1663,691,2023-12-01,1,Size/Fit Issue,58470.91,Completed
4869,27431,82656,7734,186,2025-07-19,1,Late Delivery,63029.09,Completed
4870,27433,82662,5196,923,2025-11-22,1,Product Not as Expected,3340.47,Completed
4871,27440,82680,1643,27,2023-02-24,1,Product Not as Expected,29873.78,Completed
4872,27446,82693,6926,227,2023-05-29,1,Product Not as Expected,15855.11,Completed
4873,27449,82699,8304,248,2023-06-23,1,Quality Issue,1372.21,Completed
4874,27451,82702,7733,204,2024-01-03,1,Size/Fit Issue,56156.15,Completed
4875,27458,82730,3379,97,2025-12-18,1,Damaged Product,6899.98,Completed
4876,27463,82748,1835,231,2024-03-26,1,Damaged Product,21715.73,Completed
4877,27468,82756,1802,78,2024-01-09,1,Wrong Product,40031.47,Completed
4878,27469,82760,1807,914,2023-10-06,1,Damaged Product,22155.25,Completed
4879,27476,82782,4675,231,2025-07-01,1,Damaged Product,21715.73,Completed
4880,27480,82799,3972,52,2023-02-16,1,Product Not as Expected,25266.25,Completed
4881,27486,82810,2838,323,2024-07-31,1,Changed Mind,10234.87,Completed
4882,27500,82856,7017,382,2023-06-03,1,Quality Issue,63751.27,Completed
4883,27505,82873,6274,466,2024-06-01,1,Late Delivery,39504.07,Completed
4884,27508,82884,5411,410,2025-09-07,2,Product Not as Expected,37050.04,Completed
4885,27510,82889,431,278,2025-04-18,1,Size/Fit Issue,32103.08,Completed
4886,27514,82902,5388,63,2023-07-12,1,Quality Issue,19746.23,Completed
4887,27518,82914,2031,573,2025-10-30,1,Late Delivery,17211.31,Completed
4888,27521,82923,4296,657,2025-10-23,1,Wrong Product,35285.91,Completed
4889,27538,82972,3191,75,2024-12-14,1,Quality Issue,9316.09,Completed
4890,27539,82973,5256,156,2024-11-27,1,Wrong Product,25532.83,Completed
4891,27540,82975,7888,990,2025-01-13,1,Quality Issue,16191.64,Completed
4892,27549,82995,7962,225,2023-05-01,2,Size/Fit Issue,85524.92,Completed
4893,27553,83010,8932,908,2024-09-22,1,Wrong Product,18026.39,Completed
4894,27555,83021,3625,241,2023-04-13,1,Product Not as Expected,34918.52,Completed
4895,27556,83023,8191,342,2024-09-20,1,Damaged Product,15005.18,Completed
4896,27564,83044,5968,292,2023-04-25,1,Late Delivery,55597.58,Completed
4897,27567,83053,2863,653,2023-06-23,1,Size/Fit Issue,36919.84,Completed
4898,27570,83060,3047,641,2025-11-13,3,Product Not as Expected,37247.52,Completed
4899,27581,83089,875,603,2024-11-25,1,Size/Fit Issue,3198.92,Completed
4900,27586,83109,2024,712,2024-10-27,1,Wrong Product,7038.7,Completed
4901,27586,83110,2024,566,2024-10-27,2,Product Not as Expected,107970.48,Completed
4902,27588,83114,3170,479,2025-04-30,1,Changed Mind,1432.07,Completed
4903,27591,83120,4801,652,2025-03-30,1,Wrong Product,44850.32,Completed
4904,27593,83123,1890,798,2024-12-30,1,Quality Issue,52611.13,Completed
4905,27608,83166,807,973,2025-09-23,2,Damaged Product,97769.8,Completed
4906,27612,83174,4403,506,2023-06-07,2,Quality Issue,96441.46,Completed
4907,27614,83178,1480,869,2023-09-15,2,Quality Issue,55199.48,Completed
4908,27620,83192,2126,107,2025-09-03,1,Size/Fit Issue,63426.1,Completed
4909,27631,83235,5269,641,2023-12-06,1,Late Delivery,12415.84,Completed
4910,27635,83246,2011,739,2025-02-15,1,Quality Issue,49616.69,Completed
4911,27637,83251,9163,219,2023-08-23,1,Changed Mind,53676.7,Completed
4912,27647,83282,2027,489,2025-01-14,1,Late Delivery,36153.44,Completed
4913,27649,83288,733,453,2025-11-04,1,Damaged Product,16365.34,Completed
4914,27651,83293,2607,865,2024-09-08,1,Late Delivery,68180.76,Completed
4915,27662,83333,4598,881,2025-08-29,1,Quality Issue,55162.54,Completed
4916,27665,83340,3936,525,2024-04-15,1,Size/Fit Issue,64720.45,Completed
4917,27671,83356,9676,52,2025-07-29,2,Size/Fit Issue,50532.5,Completed
4918,27693,83424,4685,723,2023-11-03,2,Quality Issue,35496.4,Completed
4919,27695,83427,4220,20,2024-08-18,1,Late Delivery,4130.41,Completed
4920,27696,83429,5831,418,2023-05-30,1,Quality Issue,6259.15,Completed
4921,27698,83442,1399,328,2023-08-21,1,Size/Fit Issue,71127.26,Completed
